id,variavel,unidade,classificacoes_id,classificacoes_nome,classificacoes_categoria,classificacoes_categoria_id,localidade_id,localidade_nivel_id,localidade_nivel_nome,localidade_nome,valor,periodo
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2701,N7,Região Metropolitana,Maceió - AL,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2801,N7,Região Metropolitana,Aracaju - SE,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2801,N7,Região Metropolitana,Aracaju - SE,4,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2801,N7,Região Metropolitana,Aracaju - SE,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2901,N7,Região Metropolitana,Salvador - BA,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2901,N7,Região Metropolitana,Salvador - BA,12,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2901,N7,Região Metropolitana,Salvador - BA,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3101,N7,Região Metropolitana,Belo Horizonte - MG,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3101,N7,Região Metropolitana,Belo Horizonte - MG,48,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3101,N7,Região Metropolitana,Belo Horizonte - MG,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3102,N7,Região Metropolitana,Vale do Aço - MG,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3102,N7,Região Metropolitana,Vale do Aço - MG,26,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3102,N7,Região Metropolitana,Vale do Aço - MG,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3201,N7,Região Metropolitana,Grande Vitória - ES,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3201,N7,Região Metropolitana,Grande Vitória - ES,7,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3201,N7,Região Metropolitana,Grande Vitória - ES,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3301,N7,Região Metropolitana,Rio de Janeiro - RJ,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3301,N7,Região Metropolitana,Rio de Janeiro - RJ,17,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3301,N7,Região Metropolitana,Rio de Janeiro - RJ,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3501,N7,Região Metropolitana,São Paulo - SP,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3501,N7,Região Metropolitana,São Paulo - SP,39,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3501,N7,Região Metropolitana,São Paulo - SP,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,3502,N7,Região Metropolitana,Baixada Santista - SP,...,2000
